
Episode Report #1 -------
EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	  ROUND	 g-fps	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	
1174044		   2667 	  528.0	   370.000	  16.2	   17.3	   44.5	   2667	  80.8	1174044	  0.915	   40.3	    0.4	 292260 	 1.07e-001 	 8.82e-005 	 3.982 	 63.0% 	 12.4 	 5.4 	 2.0 	 246.7 	
1174508		   2668 	  464.0	   335.000	  16.4	   16.8	   44.2	   2668	  81.9	1174508	  0.903	   39.9	    0.4	 292376 	 1.07e-001 	 1.06e-004 	 3.795 	 62.9% 	 12.2 	 5.3 	 1.8 	 243.5 	
1174875		   2669 	  367.0	   315.000	  16.3	   15.7	   45.5	   2669	  81.6	1174875	  0.924	   40.8	    0.5	 292468 	 1.07e-001 	 1.09e-004 	 3.900 	 62.5% 	 12.2 	 5.4 	 2.1 	 243.6 	
1175357		   2670 	  482.0	   420.000	  16.5	   15.9	   44.7	   2670	  82.5	1175357	  0.921	   41.6	    0.4	 292589 	 1.07e-001 	 9.44e-005 	 3.985 	 63.2% 	 12.4 	 5.3 	 2.1 	 241.7 	
1175864		   2671 	  507.0	   400.000	  16.3	   16.4	   44.5	   2671	  81.7	1175864	  0.895	   40.7	    0.4	 292715 	 1.07e-001 	 1.30e-004 	 3.898 	 61.8% 	 12.5 	 5.4 	 1.8 	 243.7 	
1176595		   2672 	  731.0	   540.000	  16.5	   17.2	   43.4	   2672	  82.4	1176595	  0.897	   39.5	    0.4	 292898 	 1.07e-001 	 1.15e-004 	 3.770 	 62.2% 	 12.4 	 5.4 	 1.9 	 241.8 	
1177061		   2673 	  466.0	   365.000	  16.5	   15.4	   45.4	   2673	  82.2	1177061	  0.901	   41.6	    0.4	 293015 	 1.07e-001 	 9.51e-005 	 3.973 	 62.3% 	 12.3 	 5.3 	 2.1 	 241.7 	
1177647		   2674 	  586.0	   495.000	  16.6	   14.4	   45.6	   2674	  83.0	1177647	  0.911	   41.3	    0.4	 293161 	 1.07e-001 	 1.08e-004 	 3.871 	 61.5% 	 12.2 	 5.3 	 1.9 	 239.9 	
1178102		   2675 	  455.0	   315.000	  16.4	   16.8	   44.1	   2675	  81.9	1178102	  0.901	   39.9	    0.4	 293275 	 1.07e-001 	 1.01e-004 	 3.778 	 63.3% 	 12.6 	 5.3 	 2.0 	 241.8 	
1178707		   2676 	  605.0	   570.000	  16.6	   14.5	   45.7	   2676	  82.9	1178707	  0.917	   40.8	    0.4	 293426 	 1.07e-001 	 1.15e-004 	 3.794 	 62.3% 	 12.2 	 5.3 	 1.8 	 240.3 	
1179176		   2677 	  469.0	   275.000	  16.6	   15.2	   45.0	   2677	  82.9	1179176	  0.908	   42.2	    0.4	 293543 	 1.07e-001 	 1.12e-004 	 3.694 	 61.6% 	 12.3 	 5.3 	 2.0 	 240.6 	
1179661		   2678 	  485.0	   330.000	  16.7	   14.5	   45.3	   2678	  83.6	1179661	  0.872	   40.8	    0.4	 293665 	 1.07e-001 	 8.81e-005 	 3.835 	 62.7% 	 12.2 	 5.2 	 2.1 	 238.6 	
1180200		   2679 	  539.0	   410.000	  16.6	   15.1	   44.8	   2679	  83.0	1180200	  0.874	   41.0	    0.4	 293799 	 1.07e-001 	 1.02e-004 	 3.633 	 63.3% 	 12.4 	 5.2 	 1.7 	 239.9 	
1180430		   2680 	  230.0	   140.000	  16.7	   14.4	   46.0	   2680	  82.6	1180430	  0.900	   42.6	    0.4	 293857 	 1.07e-001 	 1.09e-004 	 3.903 	 62.4% 	 12.6 	 5.2 	 1.8 	 239.7 	
1180919		   2681 	  489.0	   490.000	  16.4	   15.6	   45.2	   2681	  82.1	1180919	  0.920	   41.5	    0.4	 293979 	 1.07e-001 	 1.21e-004 	 3.884 	 63.5% 	 12.3 	 5.3 	 2.0 	 242.1 	
1181466		   2682 	  547.0	   550.000	  16.5	   15.5	   45.2	   2682	  82.3	1181466	  0.881	   41.0	    0.4	 294116 	 1.07e-001 	 8.40e-005 	 3.919 	 61.8% 	 12.4 	 5.2 	 1.8 	 241.6 	
1181839		   2683 	  373.0	   315.000	  16.5	   16.0	   44.4	   2683	  82.6	1181839	  0.903	   40.5	    0.5	 294209 	 1.07e-001 	 9.93e-005 	 3.874 	 63.4% 	 12.3 	 5.2 	 2.1 	 240.6 	
1182717		   2684 	  878.0	   660.000	  16.6	   15.6	   44.6	   2684	  83.1	1182717	  0.885	   41.0	    0.4	 294429 	 1.07e-001 	 1.22e-004 	 3.833 	 62.5% 	 12.2 	 5.5 	 1.9 	 239.7 	
1183262		   2685 	  545.0	   395.000	  16.4	   15.5	   45.3	   2685	  81.9	1183262	  0.892	   41.0	    0.4	 294565 	 1.07e-001 	 9.69e-005 	 3.830 	 62.8% 	 12.5 	 5.4 	 1.9 	 242.4 	
1183778		   2686 	  516.0	   355.000	  16.8	   14.8	   44.5	   2686	  84.2	1183778	  0.903	   40.9	    0.4	 294694 	 1.07e-001 	 7.84e-005 	 3.685 	 65.3% 	 12.5 	 5.3 	 1.7 	 236.5 	
1184156		   2687 	  378.0	   335.000	  15.9	   15.3	   46.9	   2687	  80.2	1184156	  0.889	   42.4	    0.4	 294788 	 1.07e-001 	 1.03e-004 	 3.884 	 61.4% 	 12.3 	 5.4 	 2.0 	 248.2 	
1184789		   2688 	  633.0	   545.000	  16.4	   14.7	   46.1	   2688	  82.1	1184789	  0.894	   41.7	    0.4	 294947 	 1.07e-001 	 1.32e-004 	 3.971 	 63.1% 	 12.3 	 5.4 	 2.0 	 242.8 	
1185230		   2689 	  441.0	   270.000	  16.3	   15.3	   45.6	   2689	  81.5	1185230	  0.889	   41.7	    0.5	 295057 	 1.07e-001 	 9.15e-005 	 3.948 	 62.3% 	 12.3 	 5.4 	 1.9 	 243.2 	
1185729		   2690 	  499.0	   255.000	  16.5	   15.7	   45.1	   2690	  82.1	1185729	  0.922	   40.9	    0.4	 295182 	 1.07e-001 	 1.32e-004 	 3.793 	 62.3% 	 12.5 	 5.3 	 1.8 	 241.3 	
1186219		   2691 	  490.0	   450.000	  16.8	   14.9	   44.3	   2691	  84.2	1186219	  0.882	   40.4	    0.4	 295304 	 1.07e-001 	 1.04e-004 	 3.804 	 62.5% 	 12.2 	 5.4 	 1.8 	 236.4 	
1186679		   2692 	  460.0	   345.000	  16.2	   18.1	   43.5	   2692	  81.0	1186679	  0.898	   39.0	    0.4	 295419 	 1.07e-001 	 8.81e-005 	 3.828 	 64.1% 	 12.4 	 5.2 	 2.0 	 245.2 	
1187163		   2693 	  484.0	   360.000	  16.4	   17.7	   43.3	   2693	  81.9	1187163	  0.895	   39.8	    0.4	 295540 	 1.07e-001 	 1.10e-004 	 3.717 	 63.1% 	 12.3 	 5.3 	 2.2 	 242.7 	
1187692		   2694 	  529.0	   330.000	  16.1	   15.3	   46.8	   2694	  80.4	1187692	  0.907	   42.4	    0.4	 295672 	 1.08e-001 	 8.82e-005 	 3.773 	 61.5% 	 12.4 	 5.3 	 2.0 	 247.2 	
1188264		   2695 	  572.0	   575.000	  16.5	   16.5	   44.2	   2695	  82.3	1188264	  0.913	   39.9	    0.5	 295815 	 1.08e-001 	 9.82e-005 	 3.720 	 61.9% 	 12.4 	 5.3 	 1.8 	 242.4 	
1188812		   2696 	  548.0	   375.000	  16.5	   16.1	   44.4	   2696	  82.5	1188812	  0.918	   40.3	    0.4	 295952 	 1.08e-001 	 9.37e-005 	 3.785 	 61.4% 	 12.1 	 5.4 	 1.9 	 241.8 	
1189272		   2697 	  460.0	   335.000	  16.4	   15.9	   45.0	   2697	  82.0	1189272	  0.885	   40.8	    0.4	 296067 	 1.08e-001 	 8.33e-005 	 3.900 	 63.3% 	 12.4 	 5.3 	 2.1 	 243.2 	
1190025		   2698 	  753.0	   420.000	  16.4	   15.5	   45.3	   2698	  82.3	1190025	  0.914	   41.0	    0.4	 296256 	 1.08e-001 	 1.21e-004 	 3.649 	 63.5% 	 12.4 	 5.2 	 2.1 	 242.9 	
1190536		   2699 	  511.0	   385.000	  16.6	   16.0	   43.8	   2699	  82.9	1190536	  0.894	   40.3	    0.4	 296383 	 1.08e-001 	 1.01e-004 	 3.799 	 63.8% 	 12.3 	 5.3 	 1.9 	 239.0 	
1190832		   2700 	  296.0	   200.000	  16.4	   16.6	   44.2	   2700	  82.2	1190832	  0.909	   40.1	    0.4	 296457 	 1.08e-001 	 1.09e-004 	 3.947 	 61.1% 	 12.3 	 5.4 	 1.9 	 242.6 	
1191298		   2701 	  466.0	   305.000	  16.2	   16.8	   45.0	   2701	  80.9	1191298	  0.897	   40.9	    0.5	 296574 	 1.08e-001 	 1.01e-004 	 3.856 	 61.6% 	 12.4 	 5.3 	 1.9 	 246.1 	
1191988		   2702 	  690.0	   495.000	  16.5	   15.9	   44.4	   2702	  82.7	1191988	  0.881	   39.8	    0.4	 296746 	 1.08e-001 	 1.17e-004 	 3.807 	 62.0% 	 12.2 	 5.2 	 2.0 	 240.9 	
1192544		   2703 	  556.0	   440.000	  16.5	   16.7	   44.0	   2703	  82.2	1192544	  0.919	   40.1	    0.4	 296885 	 1.08e-001 	 7.99e-005 	 3.597 	 63.4% 	 12.3 	 5.3 	 2.0 	 242.6 	
1193182		   2704 	  638.0	   530.000	  16.5	   16.1	   44.5	   2704	  82.4	1193182	  0.895	   40.2	    0.4	 297045 	 1.08e-001 	 9.76e-005 	 3.817 	 62.0% 	 12.6 	 5.3 	 1.8 	 241.5 	
1193626		   2705 	  444.0	   325.000	  16.6	   13.0	   47.0	   2705	  83.2	1193626	  0.910	   42.8	    0.4	 297156 	 1.08e-001 	 1.02e-004 	 3.902 	 63.0% 	 12.3 	 5.3 	 1.8 	 239.4 	
1194153		   2706 	  527.0	   360.000	  16.6	   14.7	   45.4	   2706	  83.0	1194153	  0.905	   40.6	    0.4	 297288 	 1.08e-001 	 1.05e-004 	 3.864 	 62.9% 	 12.3 	 5.4 	 1.9 	 240.1 	
1194832		   2707 	  679.0	   555.000	  16.4	   16.0	   44.5	   2707	  82.4	1194832	  0.907	   40.3	    0.4	 297457 	 1.08e-001 	 8.18e-005 	 3.868 	 62.6% 	 12.3 	 5.3 	 1.7 	 241.5 	
1195211		   2708 	  379.0	   230.000	  16.1	   17.3	   45.0	   2708	  80.2	1195211	  0.926	   40.6	    0.4	 297552 	 1.08e-001 	 1.03e-004 	 3.767 	 63.6% 	 12.5 	 5.3 	 1.9 	 248.3 	
1195718		   2709 	  507.0	   465.000	  16.4	   15.9	   45.2	   2709	  81.6	1195718	  0.907	   40.8	    0.4	 297679 	 1.08e-001 	 1.04e-004 	 3.975 	 61.7% 	 12.2 	 5.3 	 2.0 	 243.3 	
1196343		   2710 	  625.0	   575.000	  16.3	   16.9	   44.3	   2710	  81.6	1196343	  0.890	   40.1	    0.4	 297835 	 1.08e-001 	 1.21e-004 	 3.897 	 63.4% 	 12.4 	 5.4 	 1.9 	 244.2 	
1196654		   2711 	  311.0	   215.000	  15.4	   18.7	   46.2	   2711	  76.9	1196654	  0.865	   41.8	    0.5	 297913 	 1.08e-001 	 1.17e-004 	 3.894 	 61.7% 	 12.8 	 5.4 	 1.8 	 257.8 	
1197396		   2712 	  742.0	   525.000	  16.6	   15.1	   44.8	   2712	  83.3	1197396	  0.889	   41.1	    0.4	 298098 	 1.08e-001 	 1.06e-004 	 3.735 	 62.0% 	 12.3 	 5.2 	 1.9 	 239.4 	
1197880		   2713 	  484.0	   345.000	  16.5	   16.4	   44.0	   2713	  82.8	1197880	  0.895	   40.2	    0.4	 298219 	 1.08e-001 	 9.36e-005 	 3.762 	 62.5% 	 12.2 	 5.2 	 2.1 	 240.9 	
1198424		   2714 	  544.0	   445.000	  16.7	   16.0	   44.0	   2714	  83.3	1198424	  0.903	   39.9	    0.5	 298355 	 1.08e-001 	 1.03e-004 	 4.013 	 61.2% 	 12.1 	 5.3 	 1.9 	 239.4 	
1198966		   2715 	  542.0	   395.000	  16.5	   15.8	   45.0	   2715	  82.2	1198966	  0.915	   40.7	    0.4	 298491 	 1.08e-001 	 9.49e-005 	 3.800 	 62.1% 	 12.3 	 5.2 	 2.1 	 242.2 	
1199573		   2716 	  607.0	   360.000	  16.5	   15.1	   45.3	   2716	  82.5	1199573	  0.896	   41.2	    0.4	 298643 	 1.08e-001 	 1.04e-004 	 3.838 	 61.6% 	 12.5 	 5.2 	 1.8 	 241.2 	
1200280		   2717 	  707.0	   470.000	  16.6	   13.1	   47.0	   2717	  82.8	1200280	  0.873	   42.8	    0.4	 298819 	 1.08e-001 	 1.04e-004 	 3.736 	 62.7% 	 12.4 	 5.3 	 1.8 	 240.2 	
1200841		   2718 	  561.0	   510.000	  16.9	   14.5	   44.8	   2718	  84.4	1200841	  0.902	   41.2	    0.4	 298960 	 1.08e-001 	 9.67e-005 	 3.791 	 62.1% 	 12.4 	 5.2 	 1.9 	 236.5 	
1201205		   2719 	  364.0	   285.000	  16.6	   15.3	   44.5	   2719	  82.9	1201205	  0.909	   41.3	    0.4	 299051 	 1.08e-001 	 9.28e-005 	 3.667 	 64.0% 	 12.5 	 5.3 	 1.9 	 239.6 	
1201765		   2720 	  560.0	   545.000	  16.3	   16.0	   45.0	   2720	  81.6	1201765	  0.916	   40.8	    0.4	 299191 	 1.08e-001 	 1.19e-004 	 3.772 	 62.3% 	 12.5 	 5.4 	 1.9 	 243.7 	
1202267		   2721 	  502.0	   335.000	  16.7	   16.0	   43.6	   2721	  83.3	1202267	  0.896	   40.3	    0.4	 299316 	 1.08e-001 	 8.60e-005 	 3.947 	 61.6% 	 12.3 	 5.2 	 2.1 	 237.4 	
1202785		   2722 	  518.0	   275.000	  16.5	   15.6	   45.0	   2722	  82.4	1202785	  0.913	   40.6	    0.4	 299446 	 1.08e-001 	 1.13e-004 	 3.892 	 61.8% 	 12.5 	 5.4 	 1.7 	 241.7 	
1203133		   2723 	  348.0	   235.000	  16.3	   16.4	   44.5	   2723	  81.6	1203133	  0.908	   39.1	    0.4	 299533 	 1.08e-001 	 1.09e-004 	 3.766 	 62.4% 	 12.3 	 5.4 	 2.0 	 243.2 	
1203783		   2724 	  650.0	   545.000	  16.3	   15.7	   45.5	   2724	  81.5	1203783	  0.898	   41.0	    0.4	 299695 	 1.08e-001 	 1.04e-004 	 3.929 	 62.2% 	 12.8 	 5.3 	 2.0 	 244.1 	
1204051		   2725 	  268.0	   230.000	  16.5	   15.8	   44.5	   2725	  82.7	1204051	  0.884	   40.8	    0.4	 299762 	 1.08e-001 	 9.78e-005 	 3.630 	 61.7% 	 12.1 	 5.2 	 2.0 	 239.6 	
1204713		   2726 	  662.0	   635.000	  16.4	   15.7	   45.2	   2726	  81.9	1204713	  0.918	   40.5	    0.4	 299928 	 1.08e-001 	 1.04e-004 	 3.903 	 62.5% 	 12.4 	 5.3 	 2.0 	 243.3 	
1205125		   2727 	  412.0	   345.000	  16.3	   17.2	   44.0	   2727	  81.0	1205125	  0.939	   40.7	    0.4	 300031 	 1.08e-001 	 1.06e-004 	 3.698 	 62.7% 	 12.3 	 5.2 	 2.0 	 244.0 	
1205640		   2728 	  515.0	   395.000	  16.4	   15.8	   45.0	   2728	  82.0	1205640	  0.911	   41.1	    0.4	 300159 	 1.08e-001 	 1.14e-004 	 3.725 	 62.7% 	 12.3 	 5.3 	 2.0 	 243.0 	
1206211		   2729 	  571.0	   410.000	  16.6	   15.8	   44.4	   2729	  83.0	1206211	  0.909	   40.2	    0.4	 300302 	 1.08e-001 	 1.12e-004 	 3.700 	 62.8% 	 12.2 	 5.2 	 1.9 	 239.9 	
1206480		   2730 	  269.0	   145.000	  16.6	   16.7	   43.3	   2730	  83.2	1206480	  0.911	   38.9	    0.5	 300369 	 1.08e-001 	 1.01e-004 	 3.801 	 62.4% 	 12.4 	 5.3 	 2.1 	 239.1 	
1207158		   2731 	  678.0	   510.000	  16.6	   16.6	   43.9	   2731	  82.6	1207158	  0.929	   39.8	    0.4	 300539 	 1.08e-001 	 1.23e-004 	 3.957 	 62.8% 	 12.3 	 5.2 	 2.0 	 240.8 	
1207639		   2732 	  481.0	   380.000	  16.8	   14.8	   44.6	   2732	  84.2	1207639	  0.867	   40.7	    0.4	 300659 	 1.08e-001 	 1.21e-004 	 4.060 	 62.8% 	 12.3 	 5.2 	 1.9 	 236.6 	
1207973		   2733 	  334.0	   190.000	  16.9	   14.7	   44.9	   2733	  83.9	1207973	  0.898	   40.9	    0.5	 300743 	 1.08e-001 	 9.68e-005 	 3.763 	 63.5% 	 12.3 	 5.3 	 2.1 	 238.1 	
1208655		   2734 	  682.0	   495.000	  16.6	   16.2	   43.4	   2734	  83.4	1208655	  0.883	   39.8	    0.4	 300913 	 1.08e-001 	 1.00e-004 	 3.833 	 62.5% 	 12.3 	 5.3 	 2.1 	 238.4 	
1209231		   2735 	  576.0	   395.000	  16.5	   16.7	   44.1	   2735	  82.2	1209231	  0.899	   40.3	    0.4	 301057 	 1.08e-001 	 8.66e-005 	 3.779 	 61.7% 	 12.7 	 5.2 	 2.0 	 242.3 	
1209861		   2736 	  630.0	   690.000	  16.4	   15.7	   45.1	   2736	  82.1	1209861	  0.902	   40.7	    0.4	 301215 	 1.08e-001 	 8.87e-005 	 3.789 	 63.0% 	 12.6 	 5.4 	 1.9 	 243.0 	
1210301		   2737 	  440.0	   340.000	  16.2	   16.7	   44.7	   2737	  80.7	1210301	  0.916	   40.8	    0.4	 301325 	 1.08e-001 	 9.79e-005 	 3.886 	 62.2% 	 12.4 	 5.4 	 2.2 	 244.7 	
1210734		   2738 	  433.0	   420.000	  16.6	   15.1	   45.0	   2738	  82.8	1210734	  0.903	   41.4	    0.4	 301433 	 1.09e-001 	 1.18e-004 	 3.692 	 63.9% 	 12.7 	 5.3 	 1.9 	 239.6 	
1211363		   2739 	  629.0	   470.000	  16.3	   15.7	   45.4	   2739	  81.8	1211363	  0.890	   41.2	    0.4	 301590 	 1.09e-001 	 9.41e-005 	 3.964 	 62.4% 	 12.4 	 5.4 	 1.9 	 243.8 	
1211813		   2740 	  450.0	   295.000	  16.6	   15.0	   45.3	   2740	  82.9	1211813	  0.896	   40.7	    0.4	 301703 	 1.09e-001 	 9.51e-005 	 3.965 	 61.3% 	 12.4 	 5.2 	 1.6 	 240.6 	
1212264		   2741 	  451.0	   260.000	  16.6	   16.0	   43.6	   2741	  83.1	1212264	  0.887	   40.2	    0.4	 301815 	 1.09e-001 	 1.05e-004 	 3.849 	 62.1% 	 12.3 	 5.2 	 1.9 	 238.8 	
1212731		   2742 	  467.0	   350.000	  16.4	   16.3	   44.5	   2742	  82.2	1212731	  0.901	   40.2	    0.4	 301932 	 1.09e-001 	 1.11e-004 	 3.954 	 61.5% 	 12.3 	 5.3 	 2.1 	 242.4 	
1213449		   2743 	  718.0	   645.000	  16.7	   15.5	   44.5	   2743	  83.3	1213449	  0.900	   41.1	    0.4	 302112 	 1.09e-001 	 1.00e-004 	 3.860 	 63.0% 	 12.5 	 5.3 	 1.7 	 239.2 	
1214001		   2744 	  552.0	   395.000	  16.6	   14.8	   45.5	   2744	  82.5	1214001	  0.893	   41.1	    0.4	 302250 	 1.09e-001 	 1.15e-004 	 3.902 	 61.8% 	 12.3 	 5.2 	 1.9 	 240.8 	
1214678		   2745 	  677.0	   555.000	  16.4	   16.8	   44.0	   2745	  82.0	1214678	  0.901	   40.1	    0.4	 302419 	 1.09e-001 	 8.70e-005 	 3.891 	 63.6% 	 12.3 	 5.3 	 1.8 	 242.4 	
1215290		   2746 	  612.0	   610.000	  16.7	   16.6	   43.4	   2746	  83.3	1215290	  0.902	   39.7	    0.4	 302572 	 1.09e-001 	 9.25e-005 	 3.790 	 62.6% 	 12.4 	 5.4 	 1.9 	 239.2 	
1216190		   2747 	  900.0	   545.000	  16.3	   16.1	   45.1	   2747	  81.6	1216190	  0.898	   40.6	    0.4	 302797 	 1.09e-001 	 9.21e-005 	 3.965 	 62.8% 	 12.4 	 5.4 	 2.0 	 244.2 	
1216709		   2748 	  519.0	   400.000	  16.5	   16.2	   44.0	   2748	  82.6	1216709	  0.892	   40.3	    0.4	 302927 	 1.09e-001 	 1.18e-004 	 3.946 	 62.5% 	 12.4 	 5.3 	 2.0 	 240.5 	
1217116		   2749 	  407.0	   285.000	  16.5	   15.4	   44.8	   2749	  82.4	1217116	  0.904	   40.2	    0.4	 303028 	 1.09e-001 	 1.01e-004 	 3.590 	 62.9% 	 12.1 	 5.3 	 1.8 	 240.7 	
1217510		   2750 	  394.0	   230.000	  16.6	   15.5	   45.1	   2750	  82.4	1217510	  0.886	   41.3	    0.5	 303127 	 1.09e-001 	 8.54e-005 	 3.835 	 63.8% 	 12.2 	 5.4 	 2.2 	 240.8 	
1217978		   2751 	  468.0	   345.000	  16.6	   14.3	   45.8	   2751	  83.1	1217978	  0.925	   42.0	    0.4	 303244 	 1.09e-001 	 8.97e-005 	 3.764 	 62.0% 	 12.4 	 5.4 	 2.0 	 239.5 	
1218462		   2752 	  484.0	   370.000	  16.5	   15.3	   45.2	   2752	  82.4	1218462	  0.884	   40.8	    0.4	 303365 	 1.09e-001 	 1.26e-004 	 3.853 	 64.6% 	 12.4 	 5.3 	 1.9 	 241.7 	
1218814		   2753 	  352.0	   265.000	  16.5	   15.0	   45.3	   2753	  82.4	1218814	  0.895	   41.6	    0.4	 303453 	 1.09e-001 	 1.22e-004 	 3.599 	 62.7% 	 12.4 	 5.3 	 1.8 	 239.6 	
1219352		   2754 	  538.0	   415.000	  16.3	   15.2	   45.7	   2754	  81.9	1219352	  0.890	   41.9	    0.4	 303587 	 1.09e-001 	 1.07e-004 	 3.686 	 63.5% 	 12.4 	 5.3 	 2.2 	 243.1 	
1219849		   2755 	  497.0	   360.000	  16.3	   17.4	   44.1	   2755	  81.3	1219849	  0.897	   39.8	    0.4	 303712 	 1.09e-001 	 9.82e-005 	 3.967 	 64.0% 	 12.4 	 5.3 	 2.0 	 244.7 	
1220345		   2756 	  496.0	   305.000	  16.4	   16.5	   44.2	   2756	  82.1	1220345	  0.893	   40.5	    0.4	 303836 	 1.09e-001 	 1.21e-004 	 3.933 	 61.4% 	 12.3 	 5.3 	 2.0 	 242.6 	
1220915		   2757 	  570.0	   370.000	  16.3	   16.0	   45.0	   2757	  81.5	1220915	  0.898	   40.5	    0.4	 303978 	 1.09e-001 	 1.08e-004 	 3.919 	 61.7% 	 12.3 	 5.3 	 1.8 	 243.5 	
1221385		   2758 	  470.0	   315.000	  16.2	   15.6	   46.1	   2758	  81.0	1221385	  0.900	   41.5	    0.4	 304096 	 1.09e-001 	 1.06e-004 	 4.074 	 63.1% 	 12.7 	 5.3 	 1.9 	 245.8 	
1221835		   2759 	  450.0	   315.000	  16.1	   16.0	   45.8	   2759	  80.5	1221835	  0.896	   41.6	    0.4	 304208 	 1.09e-001 	 9.92e-005 	 3.834 	 61.2% 	 12.6 	 5.2 	 2.0 	 247.5 	
1222327		   2760 	  492.0	   345.000	  16.4	   16.1	   44.6	   2760	  82.1	1222327	  0.886	   40.4	    0.4	 304331 	 1.09e-001 	 9.10e-005 	 3.672 	 63.4% 	 12.2 	 5.2 	 1.8 	 241.6 	
1222811		   2761 	  484.0	   360.000	  16.5	   15.7	   44.6	   2761	  82.8	1222811	  0.880	   40.1	    0.4	 304452 	 1.09e-001 	 1.06e-004 	 3.926 	 63.1% 	 12.1 	 5.3 	 1.8 	 240.3 	
1223026		   2762 	  215.0	   110.000	  16.2	   16.2	   46.0	   2762	  80.4	1223026	  0.907	   41.2	    0.4	 304506 	 1.09e-001 	 9.68e-005 	 4.189 	 64.8% 	 12.3 	 5.2 	 1.9 	 245.7 	
1223468		   2763 	  442.0	   245.000	  16.7	   16.4	   43.1	   2763	  83.8	1223468	  0.907	   40.5	    0.4	 304616 	 1.09e-001 	 9.96e-005 	 3.935 	 62.6% 	 12.4 	 5.3 	 1.9 	 238.2 	
1223926		   2764 	  458.0	   275.000	  16.2	   15.0	   46.7	   2764	  81.0	1223926	  0.902	   42.2	    0.4	 304731 	 1.09e-001 	 9.35e-005 	 3.926 	 62.8% 	 12.5 	 5.4 	 1.8 	 245.8 	
1224535		   2765 	  609.0	   405.000	  16.3	   15.8	   45.1	   2765	  81.9	1224535	  0.893	   40.8	    0.4	 304883 	 1.09e-001 	 8.92e-005 	 3.925 	 62.5% 	 12.4 	 5.3 	 2.0 	 242.7 	
1225026		   2766 	  491.0	   560.000	  16.4	   16.8	   44.5	   2766	  81.6	1225026	  0.884	   40.9	    0.4	 305006 	 1.09e-001 	 1.09e-004 	 3.936 	 62.2% 	 12.4 	 5.2 	 2.0 	 243.7 	
1225763		   2767 	  737.0	   385.000	  16.6	   15.9	   44.3	   2767	  82.9	1225763	  0.881	   40.6	    0.4	 305190 	 1.09e-001 	 1.18e-004 	 3.914 	 62.3% 	 12.2 	 5.3 	 1.8 	 240.2 	
1226182		   2768 	  419.0	   240.000	  16.4	   16.2	   45.0	   2768	  81.6	1226182	  0.900	   40.8	    0.4	 305295 	 1.09e-001 	 1.15e-004 	 3.757 	 61.1% 	 12.3 	 5.3 	 1.8 	 244.0 	
1226594		   2769 	  412.0	   285.000	  16.6	   17.0	   43.0	   2769	  82.9	1226594	  0.898	   39.7	    0.4	 305398 	 1.09e-001 	 1.15e-004 	 3.717 	 62.7% 	 12.3 	 5.4 	 1.6 	 238.7 	
1227132		   2770 	  538.0	   545.000	  16.4	   15.3	   45.2	   2770	  82.4	1227132	  0.909	   41.4	    0.5	 305532 	 1.09e-001 	 1.02e-004 	 3.899 	 62.2% 	 12.3 	 5.4 	 2.1 	 241.9 	
1227701		   2771 	  569.0	   445.000	  16.3	   14.1	   47.2	   2771	  81.5	1227701	  0.893	   42.5	    0.4	 305675 	 1.09e-001 	 8.91e-005 	 3.667 	 61.6% 	 12.4 	 5.4 	 2.1 	 245.1 	
1228037		   2772 	  336.0	   205.000	  16.5	   17.0	   43.0	   2772	  82.4	1228037	  0.917	   38.4	    0.4	 305759 	 1.09e-001 	 9.11e-005 	 3.815 	 61.0% 	 12.0 	 5.3 	 2.0 	 240.1 	
1228613		   2773 	  576.0	   405.000	  16.5	   15.0	   45.1	   2773	  82.6	1228613	  0.901	   40.7	    0.4	 305903 	 1.09e-001 	 1.13e-004 	 3.780 	 62.3% 	 12.4 	 5.3 	 2.1 	 240.3 	
1229015		   2774 	  402.0	   255.000	  16.5	   14.8	   45.6	   2774	  82.1	1229015	  0.886	   41.5	    0.4	 306003 	 1.09e-001 	 1.00e-004 	 3.847 	 62.9% 	 12.5 	 5.3 	 1.7 	 240.6 	
1229616		   2775 	  601.0	   400.000	  16.7	   15.6	   44.3	   2775	  83.5	1229616	  0.875	   40.4	    0.4	 306153 	 1.09e-001 	 9.48e-005 	 3.785 	 60.8% 	 12.1 	 5.2 	 1.8 	 238.9 	
1230357		   2776 	  741.0	   775.000	  16.4	   16.1	   44.8	   2776	  82.0	1230357	  0.900	   40.5	    0.4	 306339 	 1.09e-001 	 8.11e-005 	 3.778 	 61.7% 	 12.3 	 5.4 	 1.9 	 242.9 	
1230744		   2777 	  387.0	   315.000	  16.5	   17.7	   42.5	   2777	  82.6	1230744	  0.868	   39.0	    0.5	 306435 	 1.09e-001 	 9.88e-005 	 4.159 	 64.4% 	 12.4 	 5.2 	 2.0 	 240.5 	
1231232		   2778 	  488.0	   235.000	  16.3	   16.5	   44.6	   2778	  81.7	1231232	  0.893	   40.5	    0.4	 306557 	 1.09e-001 	 9.15e-005 	 3.827 	 61.5% 	 12.2 	 5.2 	 1.9 	 244.1 	
