EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	#report	clock	
  26575	   5701 -    5800	    4.4	    -0.890	 710.2	    0.1	    1.2	  20776	  0.144	    1.3	    0.5	   3944 	 3.93e-002 	 1.43e-004 	 0.159 	 81.6% 	 0.1 	 0.1 	 0.2 	 6.8 	     57	0.01h
  27042	   5801 -    5900	    4.7	    -0.870	 676.9	    0.2	    1.3	  21143	  0.147	    1.3	    0.4	   4036 	 3.93e-002 	 1.86e-004 	 0.157 	 81.6% 	 0.1 	 0.1 	 0.2 	 7.1 	     58	0.01h
  27503	   5901 -    6000	    4.6	    -0.880	 736.7	    0.2	    1.2	  21504	  0.105	    1.2	    0.4	   4126 	 3.96e-002 	 2.31e-004 	 0.171 	 80.5% 	 0.1 	 0.1 	 0.2 	 6.5 	     59	0.01h
  27953	   6001 -    6100	    4.5	    -0.940	 482.1	    0.2	    1.8	  21854	  0.140	    1.9	    0.6	   4214 	 3.97e-002 	 2.39e-004 	 0.157 	 80.5% 	 0.1 	 0.1 	 0.3 	 10.1 	     60	0.01h
  28407	   6101 -    6200	    4.5	    -0.930	 532.1	    0.1	    1.7	  22208	  0.127	    1.8	    0.5	   4302 	 3.99e-002 	 1.50e-004 	 0.157 	 81.9% 	 0.1 	 0.1 	 0.2 	 9.1 	     61	0.01h
  28847	   6201 -    6300	    4.4	    -0.900	 678.7	    0.2	    1.3	  22548	  0.144	    1.4	    0.4	   4387 	 4.01e-002 	 1.12e-004 	 0.146 	 82.2% 	 0.1 	 0.1 	 0.2 	 7.2 	     62	0.01h
  29297	   6301 -    6400	    4.5	    -0.920	 745.0	    0.2	    1.2	  22898	  0.160	    1.2	    0.4	   4475 	 4.03e-002 	 1.32e-004 	 0.168 	 81.5% 	 0.1 	 0.1 	 0.2 	 6.5 	     63	0.01h
  29757	   6401 -    6500	    4.6	    -0.940	 593.6	    0.2	    1.4	  23258	  0.144	    1.5	    0.5	   4565 	 4.04e-002 	 1.94e-004 	 0.156 	 81.5% 	 0.1 	 0.1 	 0.2 	 8.0 	     64	0.01h
  30204	   6501 -    6600	    4.5	    -0.900	 793.6	    0.2	    1.1	  23605	  0.161	    1.1	    0.4	   4652 	 4.06e-002 	 2.99e-004 	 0.164 	 80.2% 	 0.1 	 0.1 	 0.2 	 6.1 	     65	0.01h
  30668	   6601 -    6700	    4.6	    -0.910	 794.0	    0.2	    1.1	  23969	  0.157	    1.1	    0.4	   4743 	 4.07e-002 	 1.48e-004 	 0.158 	 79.7% 	 0.1 	 0.1 	 0.2 	 6.0 	     66	0.01h
  31117	   6701 -    6800	    4.5	    -0.940	 791.0	    0.2	    1.1	  24318	  0.163	    1.1	    0.4	   4830 	 4.09e-002 	 1.84e-004 	 0.158 	 79.8% 	 0.1 	 0.1 	 0.2 	 6.1 	     67	0.01h
  31583	   6801 -    6900	    4.7	    -0.920	 673.0	    0.3	    1.2	  24684	  0.150	    1.2	    0.4	   4921 	 4.11e-002 	 1.63e-004 	 0.152 	 80.2% 	 0.1 	 0.1 	 0.2 	 7.1 	     68	0.01h
  32047	   6901 -    7000	    4.6	    -0.870	 713.5	    0.2	    1.2	  25048	  0.228	    1.2	    0.4	   5012 	 4.13e-002 	 1.61e-004 	 0.167 	 80.2% 	 0.1 	 0.1 	 0.2 	 6.7 	     69	0.01h
  32504	   7001 -    7100	    4.6	    -0.920	 737.0	    0.2	    1.2	  25405	  0.168	    1.2	    0.4	   5102 	 4.14e-002 	 1.78e-004 	 0.169 	 80.2% 	 0.1 	 0.1 	 0.2 	 6.5 	     70	0.01h
  32960	   7101 -    7200	    4.6	    -0.920	 543.4	    0.3	    1.5	  25761	  0.183	    1.5	    0.5	   5191 	 4.15e-002 	 1.74e-004 	 0.154 	 81.0% 	 0.1 	 0.1 	 0.2 	 9.0 	     71	0.01h
  33413	   7201 -    7300	    4.5	    -0.910	 729.9	    0.2	    1.2	  26114	  0.187	    1.2	    0.4	   5279 	 4.18e-002 	 1.67e-004 	 0.146 	 80.3% 	 0.1 	 0.1 	 0.2 	 6.5 	     72	0.01h
  33870	   7301 -    7400	    4.6	    -0.890	 707.2	    0.2	    1.2	  26471	  0.207	    1.2	    0.5	   5368 	 4.18e-002 	 1.42e-004 	 0.157 	 79.5% 	 0.1 	 0.1 	 0.2 	 6.8 	     73	0.01h
  34321	   7401 -    7500	    4.5	    -0.930	 710.4	    0.1	    1.2	  26822	  0.225	    1.3	    0.4	   5456 	 4.20e-002 	 1.22e-004 	 0.153 	 79.9% 	 0.1 	 0.1 	 0.2 	 6.8 	     74	0.01h
  34785	   7501 -    7600	    4.6	    -0.940	 582.1	    0.2	    1.5	  27186	  0.220	    1.6	    0.5	   5547 	 4.21e-002 	 1.85e-004 	 0.153 	 79.6% 	 0.1 	 0.1 	 0.2 	 8.1 	     75	0.01h
  35247	   7601 -    7700	    4.6	    -0.880	 718.9	    0.2	    1.2	  27548	  0.191	    1.2	    0.4	   5637 	 4.23e-002 	 1.24e-004 	 0.160 	 79.3% 	 0.1 	 0.1 	 0.2 	 6.6 	     76	0.01h
  35721	   7701 -    7800	    4.7	    -0.850	 665.8	    0.2	    1.3	  27922	  0.174	    1.3	    0.4	   5731 	 4.24e-002 	 1.73e-004 	 0.147 	 79.3% 	 0.1 	 0.1 	 0.2 	 7.2 	     77	0.01h
  36185	   7801 -    7900	    4.6	    -0.900	 685.5	    0.2	    1.3	  28286	  0.234	    1.3	    0.4	   5822 	 4.24e-002 	 1.75e-004 	 0.159 	 79.2% 	 0.1 	 0.1 	 0.2 	 7.0 	     78	0.01h
  36639	   7901 -    8000	    4.5	    -0.900	 641.8	    0.1	    1.4	  28640	  0.243	    1.4	    0.4	   5910 	 4.26e-002 	 2.70e-004 	 0.147 	 81.3% 	 0.1 	 0.1 	 0.2 	 7.5 	     79	0.01h
  37107	   8001 -    8100	    4.7	    -0.890	 743.0	    0.2	    1.2	  29008	  0.253	    1.2	    0.4	   6002 	 4.27e-002 	 2.45e-004 	 0.156 	 79.6% 	 0.1 	 0.1 	 0.1 	 6.4 	     80	0.01h
  37557	   8101 -    8200	    4.5	    -0.920	 469.6	    0.1	    2.0	  29358	  0.203	    2.1	    0.5	   6090 	 4.29e-002 	 1.14e-004 	 0.155 	 79.7% 	 0.1 	 0.1 	 0.2 	 10.4 	     81	0.02h
  38018	   8201 -    8300	    4.6	    -0.900	 482.4	    0.2	    1.9	  29719	  0.224	    1.9	    0.6	   6180 	 4.31e-002 	 1.19e-004 	 0.158 	 79.0% 	 0.1 	 0.1 	 0.2 	 9.9 	     82	0.02h
  38479	   8301 -    8400	    4.6	    -0.850	 632.9	    0.3	    1.3	  30080	  0.202	    1.3	    0.5	   6270 	 4.33e-002 	 1.20e-004 	 0.158 	 79.8% 	 0.1 	 0.1 	 0.2 	 7.6 	     83	0.02h
  38962	   8401 -    8500	    4.8	    -0.940	 745.0	    0.1	    1.2	  30463	  0.248	    1.2	    0.4	   6366 	 4.35e-002 	 2.02e-004 	 0.159 	 79.4% 	 0.1 	 0.1 	 0.2 	 6.4 	     84	0.02h
  39403	   8501 -    8600	    4.4	    -0.910	 700.8	    0.2	    1.2	  30804	  0.238	    1.3	    0.4	   6451 	 4.37e-002 	 1.34e-004 	 0.159 	 79.2% 	 0.1 	 0.1 	 0.2 	 7.0 	     85	0.02h
  39872	   8601 -    8700	    4.7	    -0.890	 482.7	    0.2	    1.8	  31173	  0.233	    1.8	    0.4	   6544 	 4.37e-002 	 2.26e-004 	 0.157 	 78.8% 	 0.1 	 0.1 	 0.5 	 10.0 	     86	0.02h
  40326	   8701 -    8800	    4.5	    -0.890	 520.0	    0.2	    1.7	  31527	  0.243	    1.8	    0.5	   6632 	 4.39e-002 	 2.01e-004 	 0.160 	 79.7% 	 0.1 	 0.1 	 0.2 	 9.3 	     87	0.02h
  40791	   8801 -    8900	    4.7	    -0.940	 474.7	    0.1	    1.9	  31892	  0.260	    2.1	    0.6	   6723 	 4.41e-002 	 1.69e-004 	 0.161 	 79.4% 	 0.1 	 0.1 	 0.2 	 10.1 	     88	0.02h
  41253	   8901 -    9000	    4.6	    -0.860	 551.4	    0.2	    1.6	  32254	  0.240	    1.7	    0.5	   6814 	 4.41e-002 	 1.71e-004 	 0.163 	 79.0% 	 0.1 	 0.1 	 0.2 	 8.7 	     89	0.02h
EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	#report	clock	
  41722	   9001 -    9100	    4.7	    -0.890	 429.6	    0.3	    2.0	  32623	  0.268	    2.0	    1.2	   6906 	 4.42e-002 	 2.71e-004 	 0.166 	 79.0% 	 0.1 	 0.1 	 0.3 	 10.6 	     90	0.02h
  42185	   9101 -    9200	    4.6	    -0.880	 669.8	    0.2	    1.3	  32986	  0.245	    1.3	    0.4	   6997 	 4.45e-002 	 1.21e-004 	 0.163 	 80.7% 	 0.1 	 0.1 	 0.2 	 7.2 	     91	0.02h
  42649	   9201 -    9300	    4.6	    -0.870	 581.3	    0.2	    1.5	  33350	  0.236	    1.5	    0.4	   7088 	 4.44e-002 	 1.65e-004 	 0.151 	 78.7% 	 0.1 	 0.1 	 0.2 	 8.3 	     92	0.02h
  43108	   9301 -    9400	    4.6	    -0.860	 778.3	    0.1	    1.1	  33709	  0.287	    1.1	    0.4	   7178 	 4.46e-002 	 1.69e-004 	 0.162 	 78.1% 	 0.1 	 0.1 	 0.2 	 6.2 	     93	0.02h
  43565	   9401 -    9500	    4.6	    -0.870	 794.0	    0.1	    1.1	  34066	  0.244	    1.1	    0.4	   7267 	 4.47e-002 	 1.19e-004 	 0.155 	 78.3% 	 0.1 	 0.1 	 0.2 	 6.0 	     94	0.02h
  44037	   9501 -    9600	    4.7	    -0.850	 780.6	    0.1	    1.1	  34438	  0.255	    1.1	    0.4	   7360 	 4.48e-002 	 1.76e-004 	 0.162 	 79.1% 	 0.1 	 0.1 	 0.2 	 6.1 	     95	0.02h
  44501	   9601 -    9700	    4.6	    -0.880	 804.4	    0.1	    1.1	  34802	  0.272	    1.1	    0.4	   7451 	 4.50e-002 	 1.15e-004 	 0.157 	 78.9% 	 0.1 	 0.1 	 0.1 	 5.9 	     96	0.02h
  44968	   9701 -    9800	    4.7	    -0.900	 800.1	    0.2	    1.1	  35169	  0.240	    1.1	    0.4	   7543 	 4.51e-002 	 1.87e-004 	 0.164 	 78.8% 	 0.1 	 0.1 	 0.2 	 5.9 	     97	0.02h
  45416	   9801 -    9900	    4.5	    -0.890	 535.9	    0.2	    1.6	  35517	  0.264	    1.5	    0.6	   7630 	 4.53e-002 	 1.79e-004 	 0.158 	 79.0% 	 0.1 	 0.1 	 0.2 	 9.0 	     98	0.02h
  45862	   9901 -   10000	    4.5	    -0.900	 637.1	    0.3	    1.2	  35863	  0.249	    1.3	    0.5	   7716 	 4.54e-002 	 1.22e-004 	 0.153 	 77.9% 	 0.1 	 0.1 	 0.2 	 7.5 	     99	0.02h
  46329	  10001 -   10100	    4.7	    -0.910	 405.8	    0.3	    2.2	  36230	  0.270	    2.3	    0.6	   7808 	 4.57e-002 	 1.50e-004 	 0.174 	 78.1% 	 0.1 	 0.1 	 0.2 	 12.0 	    100	0.02h
  46812	  10101 -   10200	    4.8	    -0.850	 460.6	    0.2	    2.0	  36613	  0.269	    2.1	    0.6	   7904 	 4.57e-002 	 3.90e-004 	 0.166 	 77.8% 	 0.1 	 0.1 	 0.2 	 10.3 	    101	0.02h
  47265	  10201 -   10300	    4.5	    -0.880	 607.3	    0.1	    1.5	  36966	  0.303	    1.6	    0.5	   7992 	 4.60e-002 	 1.62e-004 	 0.167 	 77.8% 	 0.1 	 0.1 	 0.2 	 7.9 	    102	0.02h
  47712	  10301 -   10400	    4.5	    -0.860	 791.7	    0.2	    1.1	  37313	  0.291	    1.1	    0.4	   8079 	 4.61e-002 	 1.97e-004 	 0.169 	 77.0% 	 0.1 	 0.1 	 0.2 	 6.1 	    103	0.02h
  48155	  10401 -   10500	    4.4	    -0.880	 771.5	    0.1	    1.1	  37656	  0.242	    1.2	    0.4	   8164 	 4.63e-002 	 2.01e-004 	 0.168 	 78.0% 	 0.1 	 0.1 	 0.1 	 6.2 	    104	0.02h
